0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
416.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9999999999999,0.0,0.0,0.0,0.0,0.0
